Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Latitude,Longitude,Nearby Hotels,Nearby Restaurants,Nearby Attractions,Nearby Shopping Centers
Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2,4.7,50,Yes,Open All Days,Religious,No,0.12,All,27.1666785,88.361996,"['Sumnima homestay (Rating: 3.6, Reviews: 9, Address: near veterinary office, Singithang)', 'Hotel Pemachen (Rating: 3.3, Reviews: 4, Address: 49PV+H6H, lowerpelling, Singtam)', 'Hotel Kava Suites, Namchi (Rating: 4, Reviews: 95, Address: near Central Park, Namchi Damthang Road, Namchi)']","['Nolina Boutique Homestay (Rating: 4.6, Reviews: 183, Address: opp. Shirdi Sai Temple, Assangthang)', 'Yelamber restaurant (Rating: N/A, Reviews: 0, Address: chardham, road, Purano, Namchi)', 'The Asian Palabe (Rating: N/A, Reviews: 0, Address: India)']","['Namchi Rock Garden (Rating: 4, Reviews: 615, Address: 59JG+73Q, Namchi Damthang, Rock Garden, Namchi)', 'Central Park Namchi (Rating: 4.2, Reviews: 2515, Address: Namchi-Manpur Road, Namchi)', 'Move Himalayas (Rating: 4.9, Reviews: 28, Address: Namchi)']","['Jaydayal Complex (Rating: 3.9, Reviews: 17, Address: Central park, Namchi)', 'VERMA ENTERPRISE (Rating: 3.7, Reviews: 3, Address: central park, Namchi)', 'Kashmir house Namchi (Rating: 2, Reviews: 1, Address: Namchi south Sikkim Central Park meeraj complex)']"
Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1,4.6,10,Yes,Open All Days,Religious,No,0.035,Morning,27.2886861,88.5614622,"['MAYFAIR Spa Resort & Casino, Gangtok (Rating: 4.4, Reviews: 4430, Address: Lower Samdur Block, Ranipool, Gangtok)', 'Bamboo Retreat Hotel (Rating: 4.3, Reviews: 81, Address: 8H39+X22, Ranipool-Rumtek-Sang Road, Gangtok)', 'Karma Martam Retreat (Rating: 4.4, Reviews: 243, Address: 7GFM+FCV, Gangkha, Martam, Via, Singtam - (Near St. Josephs School, Martam), Martam)']","['Bamboo Retreat Hotel (Rating: 4.3, Reviews: 81, Address: 8H39+X22, Ranipool-Rumtek-Sang Road, Gangtok)', 'Orchid Restaurant (Rating: 4.2, Reviews: 26, Address: MAYFAIR Spa Resort, Lower Sumdur, Ranipool, NH 31A, Ranipool)', 'Bailey The Restaurant (Rating: 4.2, Reviews: 16, Address: Pride Terrace Valley Resort, NH-10, Ranipool)']","['Shanti Viewpoint (Rating: 4.1, Reviews: 407, Address: 7HXF+5P5, Ranipool-Rumtek-Sang Road)', 'Sikkim Science Centre (Rating: 3.9, Reviews: 103, Address: 7HHV+WPH)', 'Rumtek Dharma Chakra Centre (Rating: 4.6, Reviews: 3839, Address: 7HQ6+FHG, Tsurphu Labrang Pal Karmae Sangha Dhuche, Dharma Chakra Centre)']","['Anand Centre (Rating: 3.9, Reviews: 94, Address: near Ranipool Bridge, near truck stand, Bazaar, Ranipool)', 'Shanti Complex, Laal Bazar (Rating: 3.8, Reviews: 13, Address: Shanti Complex Ranipool NH10)', 'M/S Ramayan Prasad (Rating: 4, Reviews: 2, Address: Ranipool)']"
Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1,4.8,50,Yes,Open All Days,Cultural,Yes,0.1,All,27.3143623,88.3632705,"['Hotel Sunrise ravongla (Rating: 4.8, Reviews: 4, Address: near buddhapark, Ralong Road, Ravangla)', 'The Barfung Retreat (Rating: 4.3, Reviews: 442, Address: Primary School, above Barfung Road, Ravangla)', 'Buddha Retreat (Yangthang Group of Hotels) (Rating: 4.4, Reviews: 398, Address: Ralong Road, Ravangla)']","['Hotel Ravongla Star (Rating: 4.4, Reviews: 284, Address: Opposite Power Colony Kewzing, Road, Ravangla)', 'Wild Flower Retreat, Borong, Ravangla (Rating: 4.4, Reviews: 308, Address: Borong Ravangla Sub Division, Ravangla)', 'Alnus Bistro (Rating: 4.5, Reviews: 56, Address: below BuddhaPark, Bf2/02/42(1, Ralang Road, Ravangla)']","['Buddha Park (Rating: 4.8, Reviews: 9852, Address: 8977+P8R, Ravangla)', 'SELEP HOMESTAY (Rating: 4.8, Reviews: 182, Address: 8932+7RH, NIT, College Road, Ravangla)', 'Cho-Dzo Lake (Rating: 3.7, Reviews: 19, Address: 8987+5G4, Ravangla)']","['G square complex Ravangla (Rating: N/A, Reviews: 0, Address: s, G square complex, bazaar, Ravangla)']"
Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1,4.7,0,Yes,Open All Days,Religious,No,0.075,All,27.3658573,88.8379192,"['Mem-moi Government Fish Farm (Rating: N/A, Reviews: 0, Address: 9R2G+33V)', 'Kupup Homestay Izifiso (Rating: 4.6, Reviews: 5, Address: 8RRR+WFX, Kupup)', ""Panna's Riverside (Rating: 4, Reviews: 1, Address: 8RVR+6FH, Kupup)""]","['Yak- lha organic stall (Rating: 4.5, Reviews: 21, Address: 9RH9+5VW, Yakla village, J. N. Road Nathula, Sarathang)', 'Nathula Fast food, Sherathang, East Sikkim. (Rating: 4.1, Reviews: 27, Address: 9RJ8+57X, Sarathang)']","['Nathu La (Rating: 4.7, Reviews: 1743, Address: 9RPJ+J8H, Nathula Pass Rd, Kupup)', 'Bholenath Waterfall (Rating: 4.8, Reviews: 75, Address: 9R8R+V59)', 'Hangu lake view point (Rating: 4.7, Reviews: 13, Address: 9R9H+7H, Kupup)']",[]
Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2,4.5,0,Yes,Open All Days,Nature,Yes,0.15,Morning,27.3745576,88.7632283,[],"['Devi Maya (Rating: N/A, Reviews: 0, Address: Tsomgo Shopping Complex, 7)', 'Food and shopping pount (Rating: 4, Reviews: 1, Address: 9QG4+7G5, Gangtok)', 'Changu Lake view cafeteria (Rating: 4.5, Reviews: 56, Address: 9QHC+884, Jawaharlal Nehru Road)']","['Tsomgo Lake (Rating: 4.8, Reviews: 5, Address: 9QF7+R54, Tsongmo)', 'Tsomgo Lake Ice Play Ground (Rating: 4.7, Reviews: 328, Address: 9QF5+9VF, Chhanggu)', 'Changu Lake Ropeway Office (Rating: 4.7, Reviews: 77, Address: 9QF5+J6R, Jawaharlal Nehru Road)']","['China Market Tsomo Shopping Complex (Rating: 4, Reviews: 9, Address: 9QG4+3MR, near changu lake)', 'Kyangnosla Market(15mile) (Rating: 4.4, Reviews: 56, Address: 9PFQ+2M9, Jawaharlal Nehru Road)']"
North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2,4.6,0,Yes,Open All Days,Religious,No,0.21,All,26.1664108,91.7055031,"['Hotel Rajmahal (Rating: 4.1, Reviews: 3124, Address: Assam Trunk Road, Guwahati)', 'Hotel Ambarish Grand Residency (Rating: 3, Reviews: 449, Address: MD Shah Road, Paltan Bazaar, Guwahati)', 'OYO 8326 Hotel The Silk Routee (Rating: 3.3, Reviews: 414, Address: SS Road, Lakhtokia, Fancy Bazaar, Guwahati)']","['Hotel Rajmahal (Rating: 4.1, Reviews: 3124, Address: Assam Trunk Road, Guwahati)', 'Hotel Prag Continental (Rating: 3.7, Reviews: 1454, Address: Motilal Nehru Road, Pan Bazaar, Guwahati)', 'Vishwaratna Hotel (Rating: 4, Reviews: 4774, Address: opp. MS Road, A. T. Road, opp. MS Road, Tokobari Road, Guwahati)']","['Maa Kamakhya Temple (Rating: 4.6, Reviews: 29593, Address: Kamakhya, Guwahati)', 'Shri Shri Aswakranta Temple (Rating: 4.7, Reviews: 497, Address: Amingaon, Doul Govinda Road, North Guwahati, Guwahati)', 'Northbrook Gate (Rating: 4.2, Reviews: 126, Address: 5PPR+W6V, Fancy Bazaar, Guwahati)']","['Mahalaxmi Assocaite (Rating: 4, Reviews: 5, Address: 5P5R+663, Lokhra Road, Near Ganesh Pathar, Binowa Nagar, Kala Pahar, Guwahati)', 'Brahmaputra Industrial & Suppliers (Rating: 5, Reviews: 2, Address: MS Road, Athgaon, Guwahati)', 'Patanjali Arogya Kendra (Rating: 4.8, Reviews: 13, Address: House No 171, near SBI ATM, Kamrup, Lokhra Road, Lal Ganesh, Guwahati)']"
North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3,4.5,650,No,Open All Days,Wildlife,No,0.068,Morning,26.6445044,93.3524858,"['Prafulla Home Stay (Rating: N/A, Reviews: 0, Address: Kaziranga National Park)']","['MAIHANG RESTAURANT (Rating: N/A, Reviews: 0, Address: Kaziranga National Park)']","['Kaziranga National Park (Rating: 4.5, Reviews: 8134, Address: Assam)', 'Kaziranga National Park View Point Watch Tower (Rating: 4.6, Reviews: 59, Address: J9M5+Q3G, Kohora)', 'Kathpora tower (Rating: 4.1, Reviews: 11, Address: J98G+W5, Kohora)']",[]
North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1,4.1,0,Yes,Open All Days,Nature,Yes,0.01,Morning,26.1964922,91.7449079,"['Hotel Rajmahal (Rating: 4.1, Reviews: 3124, Address: Assam Trunk Road, Guwahati)', 'Hotel Ambarish Grand Residency (Rating: 3, Reviews: 449, Address: MD Shah Road, Paltan Bazaar, Guwahati)', 'Hotel Aroma (Rating: 2.7, Reviews: 599, Address: Hotel Coronation, Paltan Bazaar, Guwahati)']","['Hotel Rajmahal (Rating: 4.1, Reviews: 3124, Address: Assam Trunk Road, Guwahati)', 'Hotel Prag Continental (Rating: 3.7, Reviews: 1454, Address: Motilal Nehru Road, Pan Bazaar, Guwahati)', 'Vishwaratna Hotel (Rating: 4, Reviews: 4774, Address: opp. MS Road, A. T. Road, opp. MS Road, Tokobari Road, Guwahati)']","['Shri Shri Aswakranta Temple (Rating: 4.7, Reviews: 497, Address: Amingaon, Doul Govinda Road, North Guwahati, Guwahati)', 'Nepali Mandir (Rating: 4.4, Reviews: 5459, Address: Assam Nepali mandir, Guwahati)', 'The Guwahati War Cemetery (Rating: 4.6, Reviews: 114, Address: 5QQ7+6M6, Nabagraha Road Silpukhuri, Silphukuri, Navagraha Hills, Guwahati)']","['V2 Retail Limited (Rating: 3.8, Reviews: 3522, Address: 5QH2+QJC, Near KIranShree Portico Hotel, GS Road, Paltan Bazaar, Guwahati)', 'Brahmaputra Industrial & Suppliers (Rating: 5, Reviews: 2, Address: MS Road, Athgaon, Guwahati)', 'Jain Shree (Rating: 4.7, Reviews: 16, Address: Ratandeep Building, Opp. Apsara Cinema, AM Road, Manipuri Basti, Paltan Bazaar, Guwahati)']"
North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1,4.7,0,No,Open All Days,Historical,Yes,0.065,All,26.9888752,94.633103,"['Hotel Brahmaputra (Rating: 4, Reviews: 1152, Address: BG Road, Sivasagar)', 'Hazarika Lodge (Rating: 3, Reviews: 179, Address: Red Cross Road, Sivasagar)', 'Hotel Holiday Palace (Rating: 4, Reviews: 342, Address: Near BOC Petrol Pump, A T, Road, Sivasagar)']","['Fine Dine Restaurant (Rating: 4, Reviews: 287, Address: Boarding Road, Sivasagar)', 'KHAO KHAM HOTAL CUN RESTAURANT (Rating: 5, Reviews: 3, Address: near shiva dol, Dolmukh Chariali, Sivasagar)', 'Santanu Borthakur (Rating: N/A, Reviews: 0, Address: Shop No3, opposite Shiv Mandir, near by Temple Road, Sivasagar)']","['Sri Devi Dol (Rating: 4.6, Reviews: 230, Address: Dol Complex, Sivasagar)', 'JAMUNA (Rating: N/A, Reviews: 0, Address: Jamuna, Sivasagar)', 'Assam Tai Museum (Rating: 4.3, Reviews: 383, Address: XJRH+HPG, Sivasagar)']","['variety shop, temple road, sivasagar (Rating: 4.2, Reviews: 17, Address: Temple Road, Sivasagar)', 'Sivasagar Complex (Rating: 4.1, Reviews: 9, Address: XJQM+38F, Sivasagar)', 'H.K. Das & Co.[USHA] (Rating: 4, Reviews: 21, Address: Temple Road, Dolmukh Chariali, Sivasagar)']"
North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2,4.7,0,No,Open All Days,Cultural,Yes,0.01,Morning,27.0016172,94.2242981,"['Hotel majuli (Rating: 5, Reviews: 1, Address: Hotel Majuli, Garmur Satra)', 'Likhi kanta story (Rating: N/A, Reviews: 0, Address: 2659+8H, Natun Pohardia)', 'Shantikunj bamboo cottage majuli,assam (Rating: 5, Reviews: 3, Address: Garamur sarustra,majuli Majuli)']","['Ajon Restaurant (Rating: 4, Reviews: 7, Address: Shop Number 11, Borguri Majuli Majuli Kamolabari Road,Borguri Majuli Near Borguri Tiniali, Borguri, Shiva mandir, Kalia Gaon)', 'Rontu pegu (Rating: N/A, Reviews: 0, Address: Moruhal, Garmur Satra)', 'Utpal hotel (Rating: N/A, Reviews: 0, Address: Shop no7 Jengraimukh rd, chariali, Boroguri)']","['Majuli Travel Service (Rating: 3.1, Reviews: 9, Address: Kamalabari Satra, Bongaon, Kamalabari Satra)', 'Majuli Island (Rating: 4.3, Reviews: 17, Address: X68M+M88, Goalabari No.1)']","['Thakur suti chariali L.Narah store (Rating: 4.7, Reviews: 7, Address: 262F+252, Unnamed Road, Garmur Satra)', 'Pranshi 99 Store Majuli (Rating: 5, Reviews: 1, Address: Sonariati Chariali, Garmur Satra)', 'Mi Lifestyle Home Shop Arup Saikia (Rating: 4, Reviews: 7, Address: X674+8PM, Bhogpur Miri)']"
North Eastern,Assam,Manas,Manas National Park,National Park,1990,3,4.6,500,No,Open All Days,Wildlife,Yes,0.19,Morning,26.8101743,91.2394832,"['Dungkhag Guest House (Rating: 5, Reviews: 3, Address: R6QW+GC2, Nganglam)', 'Hotel Tshang-Lha (Rating: 3.3, Reviews: 4, Address: R7Q2+29Q, Nganglam High School Road, Nganglam)', 'Nganglam (Rating: 5, Reviews: 2, Address: PhatongWoong Bridge, Nganglam)']","['ICP Canteen (Rating: 3, Reviews: 2, Address: R747+4X7, Nganglam New)', '100 test hotel (Rating: 3, Reviews: 1, Address: R7Q2+C74, Nganglam PhatoongWoong Road, Nganglam)', 'ST Restaurant (Rating: N/A, Reviews: 0, Address: R7Q2+C7G, Nganglam)']","['Manas National Park (Rating: 4.3, Reviews: 9491, Address: Assam)', 'Indo-Bhutan Border Gateway (Rating: 4.3, Reviews: 614, Address: R737+HXR, Bhutan Road)', 'Elephant Corridor-2 (Rating: 3.8, Reviews: 5, Address: Q7Q3+838, Daodhara)']","['Tenzang (Rating: 3.5, Reviews: 2, Address: Phatoongwoong Nganglam)']"
North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1,4.5,0,No,Open All Days,Religious,Yes,0.9,All,26.2427769,91.5265843,"['Suleman (Rating: N/A, Reviews: 0, Address: Kamrup, Assam,kamrup(R), Hajo fakirtola)', 'GOD (Rating: N/A, Reviews: 0, Address: 6GX9+FQX, Niz-Hardia)', 'মেটেল বাইচ্ বাজাজ (Rating: N/A, Reviews: 0, Address: India)']","['Uttam Fast Food (Rating: N/A, Reviews: 0, Address: Gayamtola Chowk Shop Ship No 1253 Opposite Hajo Madhav Mandir Hajo Madhab Mandir, To, Milpara -Hajo Road, Pakhamela)', 'Rana Fast Food (Rating: N/A, Reviews: 0, Address: Rana Arcade, 076, Hayagriv Madhab Mandir Road, Hajo)', 'SAINI Biriyani hub (Rating: 5, Reviews: 1, Address: 6GVG+VPP, Khetri Hardia)']","['Shree Shree Hayagriva Madhab Temple (Rating: 4.6, Reviews: 1934, Address: Hajo)', 'Bishnu Pushkar (Rating: 4.5, Reviews: 119, Address: Bishnu Pushkar, Hajo)', 'NALBARI ROAD,HAJO (Rating: 3.2, Reviews: 5, Address: 7G3F+4G4, State Highway 2, Dhoparguri)']","['KIRAN STEEL AND STYLE FURNITURE HOUSE.HAJO (Rating: 3.8, Reviews: 29, Address: 7G2F+F6P, Sarubakara)', 'Hajo Natun Bazar (Rating: 4, Reviews: 2, Address: 7G2G+Q7G, Hajo)', 'Bortola Koka r Dokan (Rating: 3.5, Reviews: 10, Address: 7G2X+F63, Ujan Tokradia)']"
North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2,4.4,500,Yes,Open All Days,Wildlife,Yes,0.037,All,26.1157917,91.7085933,"['OYO 4919 Hotel Dream City (Rating: 3.3, Reviews: 10, Address: NH37, Katabari, Guwahati)', 'Hotel Nezone Guwahati (Rating: 4, Reviews: 564, Address: 4P87+FR9, near ISBT Flyover, NH 37, GARCHUK, Guwahati)', 'Hotel Dream City (Rating: 3.8, Reviews: 442, Address: beside I.S.B.T, National Highway 27, Guwahati)']","['Hotel Nezone Guwahati (Rating: 4, Reviews: 564, Address: 4P87+FR9, near ISBT Flyover, NH 37, GARCHUK, Guwahati)', 'Gam’s Delicacy Restaurant (Rating: 3.8, Reviews: 4873, Address: opp. Maniram Dewan Trade Centre, ISBT Flyover, opp. Maniram Dewan Trade Centre, Betkuchi, Guwahati)', ""Domino's Pizza | Adagodam, Guwahati (Rating: 4, Reviews: 2905, Address: Ground Floor MAYFAIR Block- A, Lokhra Road, AdaGudam, Guwahati)""]","['Deepor beeline picknik Spot (Rating: N/A, Reviews: 0, Address: 4P85+8C8, Guwahati)', 'Guwahati city (Rating: 4, Reviews: 3, Address: 4P85+8C8, Guwahati)', 'Royal Chowk (Rating: 5, Reviews: 1, Address: 4P5G+M54, AHOM GAON, Guwahati)']","['Century Veneer (Rating: 4.1, Reviews: 7, Address: 4PG9+JQV, AK Dev Road, Datalpara, Dhirenpara, Guwahati)', 'Banik Complex (Rating: 3.6, Reviews: 74, Address: Lal Ganesh, Guwahati)', 'Patanjali Arogya Kendra (Rating: 4.8, Reviews: 13, Address: House No 171, near SBI ATM, Kamrup, Lokhra Road, Lal Ganesh, Guwahati)']"
North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2,4.7,0,No,Open All Days,Religious,No,0.032,Morning,27.5867261,91.8577194,"['Hotel Mount View (Rating: 4, Reviews: 6, Address: Nehru Market, opposite Central Bank Of India, Tawang)', 'Hotel Taktsang (Rating: 3.8, Reviews: 163, Address: near Choepling School, Tawang)', 'Circuit House (Rating: 4.1, Reviews: 91, Address: HVWC+JVF, Tawang)']","['Tashi (Rating: 5, Reviews: 1, Address: Tashi Tashi, Tawang)', 'Chotton Restaurant (Rating: 5, Reviews: 2, Address: Monastery road, Tawang)', 'Tawang (Rating: N/A, Reviews: 0, Address: Hotel Zax Star, NH229, Tawang)']","['Tawang Monastery - Tawang Gaden Namgyal Lhatse Monastery (Rating: 4.7, Reviews: 4021, Address: HVP5+M3X, Tawang)', 'Madhuri lake (Rating: 4.7, Reviews: 11, Address: HVP5+CQC, Tawang)', 'Sela Lake (Rating: 4.9, Reviews: 9, Address: HVP5+CQC, Tawang)']",[]
North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,23.8373503,91.2827128,"['Hotel Welcome Palace (Rating: 3.8, Reviews: 1477, Address: Hari Ganga Basak Road, Post Office Chowmuhani, Agartala)', 'Prantik Hotel (Rating: 3.2, Reviews: 536, Address: opposite RCC, Prantik Hotel Netaji Subhash Road, opposite RCC, Agartala)', 'OYO Somraj Regency (Rating: 3.1, Reviews: 255, Address: Upper Floor Of ICICI Bank, 2nd Floor, H.G.B. Road Swasti Bazar, Agartala)']","['AFC (Rating: 3, Reviews: 137, Address: Unit No. 315, 316 & 317, 2nd Floor, Aitorma Agartala Sentrum, Sakuntala Road, Agartala)', 'Svago Cafe (Rating: 3.4, Reviews: 12, Address: near Dainik Sambad, 10 Radhamohan Thakur Sarani, near Dainik Sambad, Agartala)', 'ADI SANKAR HOTEL (Rating: 3.6, Reviews: 938, Address: Road, Netaji Chowmohani, Agartala)']","['Tribal Research Institute (Rating: 4, Reviews: 9, Address: R7GJ+HQ4, Dasarath Bhawan Complex, Dhaleswar, Suparibagan, Krishna Nagar, Agartala)', 'Tripura State Museum (Rating: 4.5, Reviews: 1297, Address: R7PM+W39, Lakshmi Narayan Bari Road, Agartala)', 'Ujjayanta Palace Light and Sound (Rating: 4, Reviews: 1, Address: R7PM+X75, Palace Compound, Indranagar, Agartala)']","['M Baazar (Rating: 3.7, Reviews: 4104, Address: Aitorma Agartala Sentrum, Shakuntala Road, Agartala)', 'Femme Zone (Rating: 3.7, Reviews: 83, Address: Jagannath Bari Rd, Agartala, Tripura 799001, Agartala)', 'ARCHIES SHOW ROOM (Rating: 3.4, Reviews: 16, Address: 49-23, Akhaura Road, Indranagar, Agartala)']"
North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1,4.5,0,No,Open All Days,Nature,Yes,0.01,Morning,23.4756928,91.8440259,"['Narikel Kunja Hotel (Rating: 4.4, Reviews: 49, Address: Narikel)', 'Narkelkunja Island Resort (Rating: 4.4, Reviews: 150, Address: Dumboor Lake, Mukchhari, Gandacherra)', 'Supen island for tent campaign (Rating: 5, Reviews: 1, Address: FRMV+5JC, Mukchhari)']","['F&F -A Floating- Hotel & Restaurant (Rating: 3, Reviews: 4, Address: mukchari, Gandacherra)', 'Ishire restaurant (Rating: 3.4, Reviews: 5, Address: FVC3+V3, Mukchhari)', 'RAINBOW HOME STAY DUMMUR NARIKEL KUNJA (Rating: 3.6, Reviews: 7, Address: WAY TO NARIKEL KUNJA, Narikel Kunja, Paschim Raima)']","['Narkel kunja (Rating: 4.2, Reviews: 593, Address: Mukchhari)', ""Mr. & Mrs. Barmans' hideout (Rating: 5, Reviews: 1, Address: Dumboor Dam, Paschim Kalajari R.F. part)"", 'Dumboor Biodiversity Park (Rating: 4, Reviews: 5, Address: FRVH+4P, Mukchhari)']",[]
North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,Open All Days,Historical,Yes,0.025,Morning,24.3169807,92.0668989,"['Bamboo Forest Rest House (Rating: N/A, Reviews: 0, Address: 8378+7W5, Unakoti Road, Uttar Unakuti R.F.)', 'DEM ST Hostel (Rating: N/A, Reviews: 0, Address: 83F4+H8M, Debasthal)', 'Vl Feli Darlong House (Rating: 4.6, Reviews: 9, Address: Tuingoi chinibagan, Kailashahar)']","['NIRENDRA DAS (Rating: 5, Reviews: 1, Address: NIRENDRA STORE, DK ROAD)', 'Husain Ahamed (Rating: N/A, Reviews: 0, Address: 5555555,03, Deoracharra)', 'The Chaiwala (Rating: 5, Reviews: 9, Address: District Hospital Complex, Quarter, Bhagaban Nagar)']","['Unakoti Rock Carvings (Rating: 4.5, Reviews: 2823, Address: 8388+QQR, Dharmanagar - Kailashahar Road, Uttar Unakuti R.F.)', 'Ganesh Rock Sculpture (Rating: 4.7, Reviews: 3, Address: 8388+QQR, Dharmanagar - Kailashahar Road, Uttar Unakuti R.F.)', ""Kailashshar View Point (Rating: 4.5, Reviews: 11, Address: Roichuliana's Garden, Uttar Unakuti R.F.)""]","['Labanya Bhandar (Rating: N/A, Reviews: 0, Address: 72VG+Q8G, Near, Kumarghat-Kailashahar Road, Kamaranga bari, Kailashahar)', 'Khetrani Compound (Rating: 4.4, Reviews: 5, Address: Adjacent to NH 208A, Chirakuti bazaar Kailashahar Kumarghat road, near Sachak Club, Fatikroy - Kailashahar Road)']"
Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,Open All Days,Nature,Yes,0.19,Morning,19.2071733,81.7000604,"['Indrawati River View Resort (Rating: 3.6, Reviews: 29, Address: 6P32+V2G, Waterfall Road, Tiratha)', 'Morya hotal (Rating: N/A, Reviews: 0, Address: 6P32+MC8, Tiratha)', 'Chitrakote Adventure Camp Unexplored Bastar (Rating: 4.4, Reviews: 69, Address: Pashmitemra)']","['Hemant Hotal (Rating: 5, Reviews: 1, Address: Hemnat Hotal, Chitrakoot)', 'Sanjay Fast Food (Rating: N/A, Reviews: 0, Address: Chitrakoot Waterfall, Waterfall Road, Jagdalpur)', 'Sandhya Hotel (Rating: 3, Reviews: 7, Address: 6P32+V2G, Waterfall Road, Tiratha)']","['Chitrakote Waterfalls (Rating: 4.6, Reviews: 21507, Address: 6M4X+2X8, Tiratha)', 'Nature Trail Chitrakoot (Rating: 4.4, Reviews: 32, Address: 6M3W+WXH, Waterfall Road, Tiratha)', 'Water fall.in india (Rating: N/A, Reviews: 0, Address: 6P43+PW3, Lohandiguda)']",[]
North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3,4.7,0,No,Open All Days,Trekking,Yes,0.01,Afternoon,25.5553627,94.0652787,"['Dzukou Valley Dormitory (Rating: 4.5, Reviews: 2, Address: H348+44R, Dzukou Valley)', 'Dzükou Valley Guest House (Rating: 4.2, Reviews: 484, Address: Dzükou Valley Road, Viswema)', 'Dzükou Valley Route Rest House (Rating: 5, Reviews: 1, Address: H482+P4, Zakhama)']",[],"['Dzükou Valley (Rating: 4.7, Reviews: 852, Address: Dzükou Valley Road, Viswema)', 'Dzüko Caves (Rating: 4.8, Reviews: 17, Address: H338+R5X, Viswema)', 'Dzüko Bridge (Rating: 4.8, Reviews: 10, Address: Viswema - Dzükou Valley Road, Viswema)']",[]
Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1,4.5,0,Yes,Open All Days,Recreational,Yes,0.09,Morning,11.9312773,79.8358019,"['Villa Shanti Hotel & Restaurant (Rating: 4.3, Reviews: 8384, Address: 14, Suffren Street, Puducherry)', 'Hotel Le Royal Park (Rating: 4.1, Reviews: 7068, Address: 168, Kamaraj Salai, Saram, Puducherry)', 'Lotus Bay View Hotel (Rating: 3.4, Reviews: 1420, Address: No. 01-B, Bazaar Saint Laurent Street, White Town, Puducherry)']","['Villa Shanti Hotel & Restaurant (Rating: 4.3, Reviews: 8384, Address: 14, Suffren Street, Puducherry)', 'Hotel Jayaram (Rating: 4.1, Reviews: 7077, Address: 90, Kamaraj Salai, Ilango Nagar, Puducherry)', 'MGR Regency (Rating: 3.2, Reviews: 1032, Address: MGR Regency #5, State Highway 49, Lawspet, Puducherry)']","['Le Dupleix (Rating: 4.2, Reviews: 3160, Address: 5, Casern Street, White Town, Puducherry)', 'The Sacred Heart Basilica (Rating: 4.6, Reviews: 11777, Address: Door No, near Railway Station, 132, South Boulevard, Puducherry)', 'Sita Cultural Centre (Rating: 4.8, Reviews: 233, Address: 22, Kandappa Mudaliar Street, White Town, Puducherry)']","['Handicrafts Emporium (Rating: 3.6, Reviews: 33, Address: WRJP+X38, Mahe de Labourdonnais Street, White Town, Puducherry)', 'VASANTH & CO (Rating: 3.8, Reviews: 162, Address: Shop No, New Medical Centre, 414, Mahatma Gandhi Road, Thiruvalluvar Nagar, Puducherry)', 'MA PONDY CHERIE (Rating: 4.1, Reviews: 244, Address: 44, Vysial Street, Heritage Town, Puducherry)']"
